Index,Questions
4297,What is a service request?
4298,What is ISO/IEC 27002?
4299,"Explain Service Portfolio, Service Catalog, and Service Pipeline."
4300,What is the difference between ITIL v2 and v3?
4301,What are the different knowledge management systems?
4302,What are the ITIL-based models adopted by an organization?
4303,"What is the relation between availability percentage, availability service time, and downtime?"
4304,Which two service management processes will most likely use risk analysis and management methodology?
4305,What is a plan-do-check-act (PDSA) cycle?
4306,What type of information is captured in an information security policy?
4307,What is a balanced scorecard?
4308,"Suppose a Service Level Manager requires confirmation regarding the time (say, within 10 seconds) taken by the internal Service Desk to answer a certain percentage of calls. In what document would the Service Desk’s agreement to this requirement be recorded?"
4309,Which ITIL process should ensure that the organization is aware of new and changing technologies?
4310,How is IT Service Continuity Management (ITSCM) related to Business Continuity Planning (BCP)?
4311,"After a change has been implemented, an evaluation is performed. What is this evaluation called?"
4312,Who decides the categorization of a proposed change within an ITIL Change Management process?
4313,What is Prince2?
4314,Define Project?
4315,What are the key features of prince 2?
4316,Define Plan?
4317,What are the levels of plan?
4318,What are the planning steps?
4319,What is the process model of prince2?
4320,What is directing a project (DP)?
4321,During which process is the request to approve the next Stage Plan made? 
4322,Which process allows non-PRINCE2 practices to be integrated into a PRINCE2 project environment when creating products?
4323,Which role is responsible for producing a Product Status Account?
4324,Which role is responsible for drafting the outline Business Case?
4325,Which role confirms stage and project progress against agreed tolerances?
4326,What are the two types of progress controls provided by PRINCE2?
4327,Which process triggers the request to deliver a project?
4328,Who is responsible for communicating with stakeholders?
4329,Which process can be carried out without using PRINCE2?
4330,During which process is a Checkpoint Report produced?
4331,Which document contains the planned and actual dates for product approval and hand-over?
4332,Which PRINCE2 theme addresses the ongoing viability of the different project plans?
4333,Which role maintains the Quality Register?
4334,Which role has the responsibility of setting project tolerances?
4335,Which role is responsible for defining and verifying user requirements and expectations?
4336,What is the purpose of configuration management?
4337,Which document defines the acceptance criteria and roles for the project?
4338,During which Process is the Work Package status reviewed?
4339,Who is responsible for determining the Change Authority and change budget?
4340,"According to PRINCE2 processes, during which particular process is the outline business case prepared?"
4341,What is the objective of the Directing a Project process?
4342,What is the purpose of the Managing Product Delivery process?
4343,What is the primary objective of the Quality Review Technique?
4344,What is the purpose of a Checkpoint Report?
4345,Who are the primary stakeholders in a PRINCE2 project?
4346,What are the principles of Prince2?
4347,Define prince2 theme?
4348,What is the use of Prince2 method?
4349,What is risk register?
4350,What is the use of quality register?
4351,What is issues register?
4352,What is business case?
4353,What are the types of project?
4354,What are the activities in CP process?
4355,What are the prince2 deliverables?
4356,What are the planning approaches?
4357,What are the activities in DP process?
4358,What are the activities in SU process?
4359,What are the risk strategies?
4360,In which process is the justification of the project examined and the Project Plan created?
4361,Who authorizes project initiation?
4362,When is the risk management strategy created?
4363,Togaf Characteristics
4364,What is TOGAF?
4365,Why should one adopt TOGAF?
4366,What are the architectural domains of TOGAF?
4367,What are the steps involved in Architecture Development Method (ADM)?
4368,Give an example of a situation where your team or organization changed their goals or resources. How it affected your work? What was your response to the same?
4369,How the TOGAF creates importance as a skeleton for enterprise architecture?
4370,Who ultimately enjoys the benefits of TOGAF?
4371,Why is the enterprise architecture so important?
4372,Give an example to achieve hold up for a disliked verdict. How were you able to manage? And what was your team’s response? How successful were you to convince them to participate?
4373,How many parts are there in TOGAF document? Elaborate their roles
4374,"Explain a groundbreaking thought you used to get the solution of any error in the project. In what way, the concept fluctuates from standard answers?"
4375,Give an example of a condition in which you convinced someone to do your analysis. How did you uphold peoples' assurance?
4376,What does the architecture content framework provide?
4377,Define a circumstance in which you worked with organically uncontrolled individuals on a project. In what way you coordinated the team's hard work with the general purposes?
4378,What are the key challenges you faced in your industry and how did you tackle them?
4379,Describe the communication challenges that you faced in your last project?
4380,How strong is your integrity to the project and the company?
4381,What is the way in which you communicate bad news?
4382,How do you manage employees who are having some sort of issues?
4383,Give an account of a situation wherein you have kept your promise even though it was difficult?
4384,Tell us about when your decision backfired and what you learnt from it?
4385,Explain how did you take customer orientation into consideration while working on a project?
4386,How do you plan to meet or even exceed customer expectations?
4387,What are your ideas for developing an excellent customer relationship?
4388,How will you manage the performance of your team?
4389,What is your style of motivating your team members?
4390,What tools or resources you have used to develop your team?
4391,How do you delegate authority to your team members?
4392,How good are you at delegating authority?
4393,How do you focus on goals?
4394,What is your plan for managing risks and ambiguity?
4395,How do you ensure your projects are right on track?
4396,Compare Salesforce Dev 401 with Salesforce Adv Dev 501.
4397,What is the benefit of Salesforce CRM?
4398,What are custom objects in Salesforce?
4399,Define object relationship in Salesforce.
4400,List various object relations in Salesforce.
4401,What is an app in Salesforce?
4402,Explain the advantages of Salesforce using the SaaS platform.
4403,How does Salesforce deploy sales tracking?
4404,What are Workflows in Salesforce? What are Actions in a Workflow?
4405,What is a Master–Detail relationship?
4406,What is a Connected App?
4407,Can two profiles be assigned to one user?
4408,What are the Salesforce subsidiaries?
4409,What is an Audit trail?
4410,What happens to the Detail (Child) record when a Master (Parent) record is deleted?
4411,Can you have a roll-up summary field in the case of a Master–Detail relationship?
4412,What is an sObject type?
4413,What are triggers in Salesforce? How are they different from workflows?
4414,What is trigger.new?
4415,What is the minimum test coverage required to deploy a trigger?
4416,Explain the Force.com platform.
4417,List various types of reports available in Salesforce.
4418,How many reports can be added to the Salesforce dashboard?
4419,Explain various Salesforce dashboard components.
4420,What is Visualforce in Force.com?
4421,What is a static resource in Salesforce?
4422,Differentiate between Salesforce Object Query Language and Salesforce Object Search Language.
4423,What are the different methods of Batch Apex class?
4424,What is the difference between Standard and Custom Controller?
4425,What are the different data types that a standard field record name can have?
4426,Where we can use Lightning Components?
4427,What are the tools included in lightning?
4428,What are Governor Limits in Salesforce?
4429,What are the different types of collections in Salesforce Apex?
4430,What are maps in Apex?
4431,What is an Apex transaction?
4432,What is the difference between public classes and global classes in Salesforce Apex?
4433,What are getter and setter methods?
4434,Which fields are automatically indexed in Salesforce?
4435,A time-dependent workflow action cannot be created for which workflow?
4436,What is a sandbox in Salesforce? What are the types of Sandboxes available?
4437,What is Apex class?
4438,What is Salesforce CRM?
4439,What is Salesforce Lightning?
4440,Why use Batch Apex instead of Normal Apex?
4441,How can you call an Apex class in Salesforce?
4442,How will you create a many-to-many relationship?
4443,What are the different types of Reports available in Salesforce?
4444,How does Salesforce track sales?
4445,What is a junction object?
4446,What is the difference between a role and a profile in Salesforce?
4447,What is a wrapper class in Salesforce?
4448,What are the reasons that can cause data loss in Salesforce?
4449,Can you give an example of a Salesforce API and its usage?
4450,Can you edit an apex trigger/ apex class in the production environment? Can you edit a Visualforce page in the production environment?
4451,What are the different types of email templates that can be created in Salesforce? 
4452,How many ways we can share a record?
4453,What do you know about Salesforce?
4454,Explain Salesforce Admin characteristics.
4455,Expand CRM and explain.
4456,Distinguish between Salesforce.com and Force.com.
4457,What are the available portals in Salesforce?
4458,Why do we use Tabs in Salesforce? Mention the types of Tabs.
4459,What is Profile? Mention the types of Profiles available in Salesforce.
4460,What is the difference between Profile and Role?
4461,How to delete or freeze users in Salesforce.com?
4462,"Mention the ways to store files, documents, and images in Salesforce.com."
4463,What are the default index fields?
4464,Give one-word answers to the following questions:
4465,What is Field Dependency?
4466,How to set the Login Hours and Login IP ranges for the users in Salesforce?
4467,Mention various types of sharing rules in Salesforce?
4468,List the characteristics and functions of a Roll-up Summary field.
4469,What are the different kinds of Reports in Salesforce?
4470,Mention the ways to share a record?
4471,Do you know about Bucket fields in Salesforce reports?
4472,Define Dynamic Dashboards. Can we schedule Dynamic Dashboards?
4473,What is Workflow in Salesforce?
4474,Name the different Workflow components in Salesforce.com.
4475,What are the various types of relationships available in Salesforce?
4476,What are the limitations of a Time-dependent Workflow?
4477,Mention some CRM providers
4478,Who can access the drag and drop dashboard?
4479,How many ways are there to call an Apex class?
4480,What is the Formula field?
4481,How to insert multiple records at a time?
4482,What is Data Loader?
4483,When do we use Data Loader?
4484,What are the Data management tools in Salesforce?
4485,Define SaaS.
4486,Define PaaS.
4487,Define IaaS.
4488,What are the different Salesforce editions?
4489,What are login hours and login IP ranges in Salesforce?
4490,What is meant by TAB in Salesforce?
4491,What is field-level security and how can it be controlled?
4492,What is a custom metadata type?
4493,What is the difference between managed and unmanaged packages?
4494,How can we clear the time-based workflow action queue?
4495,What is OWD and Do you know how many accesses are available in OWD?
4496,What is meant by an App in Salesforce? And what are the types of Apps?
4497,How can we add JavaScript remoting to the visualization page?
4498,"What is a Trigger, exactly? What are the different kinds of Triggers?"
4499,What is Salesforce Lightning?
4500,What is Lightning Framework?
4501,What are the components in Salesforce Lightning?
4502,What is Lightning Experience?
4503,How are Lightning components built?
4504,What is the use of aura: namespace?
4505,What are the different types of events of Salesforce Lightning components?
4506,What is Lightning Data Service?
4507,What are the component bundles of the Lightning components?
4508,How can we use Lightning components with Salesforce1 Mobile App?
4509,"What are the different types of Lightning Record pages, and how are they built?"
4510,What is Lightning Out?
4511,How can we utilize a Lightning component in the VisualForce Page?
4512,"What are attributes, and what are the required parameters in the attribute definition?"
4513,What is the difference between a component event and an application event?
4514,Where can we display lightning components?
4515,Explain Namespace in the Salesforce Lightning components?
4516,Where can the Lightning components be used?
4517,Differentiate between component events and application events in the context of Salesforce Lightning.
4518,Differentiate between Salesforce Classic and Salesforce Lightning.
4519,What are Component events?
4520,What are Application events?
4521,What are the different phases in the application events propagation? 
4522,What is Lightning App Builder?
4523,What are bound and unbound expressions?
4524,What are the different types of attributes that can be used for storing the values?
4525,What is the importance of the aura: method tag in the Salesforce Lightning?
4526,Explain force: record data.
4527,Explain Lightning: navigation.
4528,What is FlexiPage?
4529,What is Lightning Locker in Salesforce Lightning?
4530,What is the importance of the implements in the Lightning component?
4531,What is the difference between  and ?
4532,What is the use of Lightning:recordEditForm?
4533,What is an action provider and a value provider?
4534,What are Lightning Web Components(LWC)?
4535,What is Scratch org?
4536,What is the use of the meta configuration file in the LWC?
4537,What is the use of Javascript in the LWC?
4538,What is the purpose of the force:appHostable interface in the Salesforce Lightning component?
4539,What is the purpose of the Lightning: action override in the Salesforce Lightning Component?
4540,What are the tools present in Salesforce Lightning?
4541,How do the capture phase and bubble phase propagate? 
4542,How can we define the field-level security in the Salesforce Lightning components?
4543,What is automation testing?
4544,"Is Selenium 2.0 different from Selenium 3.0? If so, how?"
4545,Mention some of the popular tools used for automation testing.
4546,What is a locator? How can you find elements in Selenium?
4547,What are the test types supported by Selenium?
4548,What is XPath?
4549,Explain the difference between single slash and double slash in XPath.
4550,Why should you use Selenium for test automation?
4551,"Does Selenium have any technical limitations? If so, what are those limitations?"
4552,What is an object repository?
4553,What is the difference between type keys and type commands?
4554,What are the advantages of Selenium?
4555,"Define automation testing, and list down its advantages."
4556,What are the significant changes/upgrades made to various Selenium versions?
4557,How many types of WebDriver APIs are available in Selenium?
4558,What is an exception test in Selenium?
4559,What is POM (Page Object Model)? What are its advantages?
4560,What are the different types of annotations used in Selenium? Explain the JUnit annotation linked with Selenium.
4561,Why do testers choose Selenium over QTP?
4562,Watch this video on Selenium tutorial:
4563,What are the four elements that you have to pass in Selenium?
4564,What is Same-origin Policy? How can we avoid it?
4565,What are data-driven framework and keyword-driven framework?
4566,How will you use Selenium to upload a file?
4567,What is the difference between getwindowhandles() and getwindowhandle()?
4568,"What is Selenese, and what are the three types of Selenese?"
4569,"If you want to insert a breakpoint in Selenium IDE, how can you do that?"
4570,How do you launch the web browser using WebDriver?
4571,List down some of the technical challenges with Selenium.
4572,What is the difference between setSpeed() and sleep() methods?
4573,What are the different types of waits available in WebDriver?
4574,How do you handle a frame in WebDriver?
4575,How do you set the test case priority in TestNG?
4576,What are the different types of frameworks?
4577,Describe the difference between Selenium and QTP.
4578,"In Selenium, what are breakpoints and start points?"
4579,Mention the need for session handling while working with Selenium.
4580,Mention the types of listeners in TestNG.
4581,How can we handle Windows-based popups with Selenium?
4582,"For the database testing in Selenium WebDriver, what API is required?"
4583,How can you identify an object in Selenium?
4584,Mention the use of XPath in Selenium testing.
4585,What is Selenium?
4586,Can WebDriver test mobile applications?
4587,Explain how Selenium Grid works.
4588,Explain the difference between driver.close() and driver.quit() commands in Selenium.
4589,Explain the difference between findElement() and findElements() in Selenium.
4590,Mention the types of navigation commands.
4591,How do you find broken links in Selenium WebDriver?
4592,Compare Software Testing Vs. Debugging
4593,Check out this video on Software Testing Interview Questions:
4594,Explain Monkey testing.
4595,What is the difference between baseline and benchmark testing?
4596,Explain bug life cycle.
4597,How can we perform Spike testing in JMeter?
4598,What is Silk Test?
4599,Define Requirements Traceability Matrix.
4600,What is elementary process?
4601,Highlight the role of QA in project development.
4602,What are the tools of performance testing?
4603,Compare ETL Testing with Manual Testing.
4604,What is ETL?
4605,Why ETL Testing is required?
4606,What are the responsibilities of an ETL Tester?
4607,What are the various tools used in ETL?
4608,Define ETL Processing.
4609,What do ETL Testing operations include?
4610,List a few ETL bugs.
4611,What is Fact? What are the types of Facts? 
4612,What are Cubes and OLAP Cubes?
4613,Mention the types of Data Warehouse applications. What is the difference between Data Mining and Data Warehousing?
4614,What do you understand by software testing?
4615,When should you stop the testing process?
4616,What do verification and validation mean in software testing?
4617,What is static testing? When does it start and what does it cover?
4618,Define Black-box testing.
4619,What is a test plan and what does it include?
4620,What is meant by test coverage?
4621,Is it possible to achieve 100% testing coverage? How would you ensure it?
4622,What are unit testing and integration testing?
4623,Can we do system testing at any stage?
4624,Mention the different types of software testing.
4625,What is the difference between a test driver and a test stub?
4626,What is agile testing and why is it important?
4627,What do you know about data flow testing?
4628,What is the purpose of the end-to-end testing?
4629,"The probability that a server-class application hosted on the cloud is up and running for six long months without crashing is 99.99 percentage. To analyze this type of a scenario, what test you will perform?"
4630,What will you do when a bug turns up during testing?
4631,Why is it impossible to test a program thoroughly?
4632,How do you test a product if the requirements are yet to be freezed?
4633,"If a product is in the production stage and one of its modules gets updated, then is it necessary to ret"
4634,How will you overcome the challenges faced due to the unavailability of proper documentation for testing?
4635,Is there any difference between retesting and regression testing?
4636,"As per your understanding, list down the key challenges of software testing."
4637,What are the different types of functional testing?
4638,What are functional test cases and non-functional test cases?
4639,What do you understand by STLC?
4640,"In software testing, what does a fault mean?"
4641,"Difference between Bug, Defect, and Error."
4642,How do severity and priority relate to each other?
4643,List the different types of severity.
4644,What do you mean by defect detection percentage in software testing?
4645,What does defect removal efficiency mean in software testing?
4646,What is the average age of a defect in software testing?
4647,How do you perform automated testing in your environment?
4648,"Is there any difference between quality assurance, quality control, and software testing. If so, what is it?"
4649,Tell me about some of the essential qualities an experienced QA or Test Lead must possess.
4650,What is a Silk Test and why should you use it?
4651,On the basis of which factors you would consider choosing automated testing over manual testing?
4652,Tell me the key elements to consider while writing a bug report.
4653,Is there any difference between bug leakage and bug release?
4654,What is the difference between performance testing and monkey testing?
4655,What is exploratory testing?
4656,What is meant by system testing?
4657,What are the benefits of test reports?
4658,What is meant by latent defect?
4659,What is External Style Sheet? How would you link to it?
4660,What are the advantages and disadvantages of using External Style Sheets?
4661,What are the advantages and disadvantages of Embedded Style Sheets?
4662,What is CSS selector?
4663,What is Tweening?
4664,What is Responsive Web design?
4665,What is the use of CSS Image sprites?
4666,What is the syntax to link external style sheet?
4667,How embedded style can be linked with HTML documents?
4668,Why imported is an easy way to insert the file?
4669,Compare Jquery & AngularJS
4670,What is $() in jQuery library?
4671,What are the advantage of using jQuery?
4672,Difference between ID selector and class selector in jQuery?
4673,Difference between $(this) and this keyword in jQuery?
4674,What is main advantage of loading jQuery library using CDN?
4675,How do CSS precedence/cascading rules work? How does the !important directive affect the rules?
4676,What is a class? What is an ID?
4677,What is Grouping?
4678,What is HTML?
4679,What is “Semantic HTML?”
4680,Check out our React Interview Questions and Answers video tutorial on YouTube designed especially for beginners:
4681,What is the difference between Virtual DOM and Real DOM?
4682,What is React?
4683,What is the meaning of Virtual DOM?
4684,What are some of the important features of React?
4685,What is the meaning of JSX?
4686,Can browsers read a JSX file?
4687,Why is React widely used today?
4688,Are there any disadvantages to using React?
4689,Differentiate between Angular and React.
4690,What is the meaning of the component-based architecture of React?
4691,How does rendering work in React?
4692,What are states in React?
4693,What are props in React?
4694,What is the use of an arrow function in React?
4695,What is a higher-order component in React?
4696,What is the meaning of create-react-app in React?
4697,What are some of the advantages of using create-react-app in React?
4698,What is the meaning of Redux?
4699,What is the difference between props and states?
4700,What are the three phases of a component life cycle in React?
4701,What are events in React?
4702,How are events created in React?
4703,How is routing in React different from conventional routing?
4704,Differentiate between Flux and Redux in React.
4705,Can AJAX be used with React?
4706,What is the meaning of synthetic events in React?
4707,What are stateful components in React?
4708,What are refs in React?
4709,What are controlled components in React?
4710,Why is a router required in React?
4711,What are the components of Redux in React?
4712,What are the advantages of using Redux?
4713,What are the disadvantages of using MVC in React?
4714,What are pure components in React?
4715,What are higher-order components (HOCs) used for?
4716,What are keys in React?
4717,Differentiate between a controlled component and an uncontrolled component in React.
4718,How can you tell React to build in the production mode?
4719,What is the difference between cloneElement and createElement in React?
4720,What is the use of the second argument that is passed to setState? Is it optional?
4721,Is there a way to avoid the requirement of binding when using React?
4722,What is the StrictMode component used in React?
4723,What would you do if your React application is rendering slowly?
4724,Can you conditionally add attributes to components in React?
4725,Why is props passed to the super() function in React?
4726,What is the difference between using getInitialState and constructors in React?
4727,What are the predefined prop types present in React?
4728,What is React Fiber?
4729,What are Hooks in React?
4730,Do you have any certification to boost your candidature for this React.js role?
4731,What is the difference between SOAP and REST?
4732,What is the use of a namespace in Web Development?
4733,What are the newly introduced input types in HTML5?
4734,What are the five elements that support media content in HTML5?
4735,What is SVG and why is it used?
4736,What is the use of Canvas in HTML?
4737,What is the difference between Canvas and SVG?
4738,How can page loading time be reduced?
4739,What is the use of CORS?
4740,What is the difference between localStorage and sessionStorage objects?
4741,What are some of the new features that are introduced in CSS3?
4742,What is Responsive Web Design (RWD) in HTML and CSS?
4743,What are some of the types of CSS that are used?
4744,What is the use of a selector in CSS?
4745,Can you give an example of using an ID selector in CSS?
4746,What is the use of grouping in CSS3?
4747,What is the use of a class selector in CSS?
4748,What is the use of Webkit in CSS3?
4749,What are the uses of child selectors in CSS?
4750,How does CSS3 help in implementing rounded borders easily?
4751,What is pagination? How can pagination be implemented?
4752,What are the components of the CSS box model?
4753,What are some of the properties of transitions in CSS3?
4754,What is the use of pseudo-classes in CSS?
4755,What is the use of media queries in CSS3?
4756,Why is float used in CSS?
4757,What is z-index in CSS?
4758,Why are external style sheets preferred?
4759,What is the meaning of long polling in Web Development?
4760,What are some of the Web Development technologies that you know?
4761,What is the difference between cookies and local storage?
4762,What is the difference between XHTML and HTML?
4763,What are the various data types present in JavaScript?
4764,How can styles or classes be changed in elements using JavaScript?
4765,CTA 
4766,What are the types of popup boxes present in JavaScript?
4767,What is the difference between &ltwindow.onload> and &ltonDocumentReady>?
4768,How is type conversion handled in JavaScript?
4769,What is the meaning of the scope of a variable in JavaScript?
4770,How are comments used in JavaScript?
4771,What are undefined and undeclared variables in JavaScript?
4772,What is the method used to submit forms in JavaScript?
4773,Why is &ltthis> keyword used a lot in JavaScript?
4774,What is the use of the &ltdefer> attribute in JavaScript?
4775,"How can you prioritize SEO, maintainability, performance, and security in a web application?"
4776,What is the result if a jQuery Event Handler returns false?
4777,What is the use of the each() function in jQuery?
4778,What is Pair Programming?
4779,What is the use of the $() function in jQuery?
4780,What are the advantages of using a Content Delivery Network (CDN) in jQuery?
4781,What are the types of CDNs supported in jQuery?
4782,Most-Asked Angular Interview Questions and Answers
4783,What is Angular?
4784,What are the technologies used in Angular?
4785,Why were client-side frameworks like Angular introduced?
4786,What is the difference between Angular and AngularJS?
4787,What are some advantages of using Angular?
4788,What do you mean by data binding?
4789,What are some disadvantages of using Angular?
4790,What do you mean by string interpolation?
4791,What are the differences between Angular decorator and annotation?
4792,What is an AOT compilation in Angular?
4793,What are the advantages of AOT?
4794,What are the components in Angular?
4795,What are modules in Angular?
4796,What is DOM?
4797,What are services in Angular?
4798,What is the difference between jQuery and Angular?
4799,What are lifecycle hooks in Angular?
4800,What are templates?
4801,What is a two-way data binding?
4802,What are pipes in Angular?
4803,What are observables in Angular?
4804,How are observables different from promises?
4805,What does Angular Material mean?
4806,What is RxJS?
4807,What is bootstrapping?
4808,What do you mean by dependency injection?
4809,What are Angular building blocks?
4810,Explain the MVVM architecture.
4811,Describe Angular authentication and authorization.
4812,What is the digest cycle process in Angular?
4813,What are the distinct types of Angular filters?
4814,How can one create a service in Angular?
4815,What does subscribing mean in RxJS?
4816,What is Angular Router?
4817,What is REST?
4818,What is the scope?
4819,Explain Angular CLI.
4820,"What is HttpClient, and what are its benefits?"
4821,What is multicasting in Angular?
4822,What is a directive in Angular?
4823,What is the role of SPA in Angular?
4824,Explain different kinds of Angular directives.
4825,What are the different types of compilers used in Angular?
4826,What is the purpose of the common module in Angular?
4827,What are the differences between AngularJS and Angular?
4828,What are the differences between Angular expressions and JavaScript expressions?
4829,What is server-side rendering in Angular?
4830,What is Angular Universal?
4831,What is the difference between interpolated content and the content assigned to the innerHTML property of a DOM element?
4832,What are HttpInterceptors in Angular?
4833,Self Paced Training
4834,Online Classroom
4835,"
Find Big Data Hadoop Training in Other Regions	"
4836,Online Classroom
4837,"
Find Online Machine Learning course in Other Regions	"
4838,Online Classroom ( Intellipaat)
4839,Online Classroom
4840,The Rise in Popularity and Demand for Data Science Courses
4841,What is Data Science?
4842,Why is Intellipaat the best choice for Data Science courses?
4843,Is doing a Data Science course worth it?
4844,What skills will help during the Data Science training?
4845,How to learn Data Science?
4846,Intellipaat’s Data Science Courses
4847,"
Find Data Science Course Training in Other Regions	"
4848,Self Paced Training
4849,Online Classroom
4850,"
Find Python Training in Other Regions	"
4851,Self Paced Training
4852,Online Classroom
4853,"
Find Best DevOps Training in Other Regions	"
4854,Online Classroom
4855,"
Find Ethical Hacker Training in Other Regions	"
4856,Online Classroom
4857,"
Find Business Analyst Training in Other Regions	"
4858,Self Paced Training
4859,Online Classroom
4860,"
Find AWS Training in Other Regions	"
4861,Self Paced Training
4862,Online Classroom
4863,"
Find Salesforce Training in Other Regions	"
4864,Self Paced Training
4865,Online Classroom
4866,"
Find best Selenium Training in Other Regions	"
4867,Online Classroom
4868,"
Find Artificial Intelligence Training in other cities	"
4869,Self Paced Training
4870,Online Classroom
4871,"
Find Azure Training in Other Regions	"
4872,Online Classroom
4873,"
Find Cybersecurity Training in Other Regions	"
4874,Online Classroom
4875,Find Digital Marketing Training in Other Regions
4876,Large Open Source Community:
4877,Python Strings
4878,Python Tuples
4879,Python Lists
4880,Python Sets
4881,Python Dictionary
4882,While loop:
4883,for 
4884,Nested
4885,try-except block
4886,“else” block
4887,“finally” block
4888,Why should you learn Tableau?
4889,Is Tableau easy to learn? 
4890,What is the Tableau tool? 
4891,Check out this Blockchain video by Intellipaat:
4892,Secure
4893,Worldwide Adaptation
4894,Automated Operations
4895,Open-source Technology
4896,Distributed Architecture
4897,Flexible
4898,What is Python?
4899,Python is an interpreted language. Explain.
4900,What is the difference between lists and tuples?
4901,What is pep 8?
4902,What are the Key features of Python?
4903,How is Memory managed in Python?
4904,What is PYTHONPATH?
4905,What are Python Modules?
4906,What are python namespaces?
4907,Explain Inheritance in Python with an example?
4908,What is scope resolution?
4909,What is a dictionary in Python?
4910,What are functions in Python?
4911,What is __init__ in Python?
4912,What are the common built-in data types in Python?
4913,Watch this Video on Python for Data Science Tutorial
4914,What are local variables and global variables in Python?
4915,What is type conversion in Python?
4916,How to install Python on Windows and set a path variable?
4917,What is the difference between Python Arrays and lists?
4918,Is python case sensitive?
4919,What does [::-1] do?
4920,What are Python packages?
4921,What are decorators in Python?
4922,Is indentation required in Python?
4923,"How does break, continue, and pass work?"
4924,How can you randomize the items of a list in place in Python?
4925,How to comment with multiple lines in Python?
4926,What type of language is python? Programming or scripting?
4927,What are negative indexes and why are they used?
4928,"Explain split(), sub(), subn() methods of “re” module in Python?"
4929,What do you mean by Python literals?
4930,What is a map function in Python?
4931,What are the generators in python?
4932,What are python iterators?
4933,Do we need to declare variables with data types in Python?
4934,What are Dict and List comprehensions?
4935,How do you write comments in python?
4936,Is multiple inheritance supported in Python?
4937,What is the difference between range & xrange?
4938,What is pickling and unpickling?
4939,What do you understand by Tkinter?
4940,Is Python fully object oriented?
4941,Differentiate between NumPy and SciPy?
4942,Explain all file processing modes supported in Python?
4943,What do file-related modules in Python do? Can you name some file-related modules in Python?
4944,Explain the use of the 'with' statement and its syntax?
4945,Write a code to display the contents of a file in reverse?
4946,Which of the following is an invalid statement?
4947,Write a command to open the file c:\hello.txt for writing?
4948,What does len() do?
4949,What does *args and **kwargs mean?
4950,How will you remove duplicate elements from a list?
4951,How can files be deleted in Python?
4952,How will you read a random line in a file?
4953,Write a Python program to count the total number of lines in a text file?
4954,What would be the output if I run the following code block?
4955,"What is the purpose of is, not and in operators?"
4956,"Whenever Python exits, why isn’t all the memory de-allocated?"
4957,How can the ternary operators be used in python?
4958,How to add values to a python array?
4959,How to remove values to a python array?
4960,Write a code to sort a numerical list in Python?
4961,Can you write an efficient code to count the number of capital letters in a file?
4962,How will you reverse a list in Python?
4963,How will you remove the last object from a list in Python?
4964,How can you generate random numbers in Python?
4965,How will you convert a string to all lowercase?
4966,Why would you use NumPy arrays instead of lists in Python?
4967,What is Polymorphism in Python?
4968,Define encapsulation in Python?
4969,What advantages do NumPy arrays offer over (nested) Python lists?
4970,What is the lambda function in Python?
4971,What is self in Python?
4972,What is the difference between append() and extend() methods?
4973,How does Python Flask handle database requests?
4974,What is docstring in Python?
4975,How is Multithreading achieved in Python?
4976,What is slicing in Python?
4977,"What is functional programming? Does Python follow a functional programming style? If yes, list a few methods to implement functionally oriented programming in Python."
4978,Which one of the following is not the correct syntax for creating a set in Python?
4979,What is monkey patching in Python?
4980,What is the difference between / and // operator in Python?
4981,What is pandas?
4982,What are dataframes?
4983,How to combine dataframes in pandas?
4984,How do you identify missing values and deal with missing values in Dataframe?
4985,What is regression?
4986,What is classification?
4987,How do you split the data in train and test dataset in python?
4988,What is SVM?
4989,Write a code to get the indices of N maximum values from a NumPy array?
4990,What is the easiest way to calculate percentiles when using Python?
4991,"Write a Python program to check whether a given string is a palindrome or not, without using an iterative method?"
4992,Write a Python program to calculate the sum of a list of numbers?
4993,Write a program in Python to execute the Bubble sort algorithm?
4994,Write a program in Python to produce Star triangle?
4995,Write a program to produce Fibonacci series in Python?
4996,Write a program in Python to check if a number is prime?
4997,Write a sorting algorithm for a numerical dataset in Python?
4998,Write a Program to print ASCII Value of a character in python?
4999,What is AWS?
5000,Give the comparison between AWS and OpenStack.
5001,What is the importance of buffer in Amazon Web Services?
5002,"How are Spot Instance, On-demand Instance, and Reserved Instance different from one another?"
5003,Why do we make subnets?
5004,Is there a way to upload a file that is greater than 100 megabytes in Amazon S3?
5005,What is the maximum number of S3 buckets you can create?
5006,How can you save the data on root volume on an EBS-backed machine?
5007,When should you use the classic load balancer and the application load balancer?
5008,How many total VPCs per account/region and subnets per VPC can you have?
5009,"Your organization has decided to have all their workload on the public cloud. But, due to certain security concerns, your organization decides to distribute some of the workload on private servers. You are asked to suggest a cloud architecture for your organization. What will be your suggestion?"
5010,Which one of the storage solutions offered by AWS would you use if you need extremely low pricing and data archiving?
5011,"You have connected four instances to ELB. To automatically terminate your unhealthy instances and replace them with new ones, which functionality would you use?"
5012,"The data on the root volumes of store-backed and EBS-backed instances get deleted by default when they are terminated. If you want to prevent that from happening, which instance would you use?"
5013,How will you configure an Amazon S3 bucket to serve static assets for your public web application?
5014,Your organization wants to send and receive compliance emails to its clients using its own email address and domain. What service would you suggest for achieving the same in an easy and cost-effective way?
5015,"Can you launch Amazon Elastic Compute Cloud (EC2) instances with predetermined private IP addresses? If yes, then with which Amazon service it is possible?"
